# Star   JD           PD[%]   sPD  EPVA[deg] sEVPA     q       sq        u       su
Mark_192        2460459.37852     0.27   0.15   67.39   21.04 -0.00190  0.00157  0.00191  0.00152
Mark_193        2460460.37545     0.75   0.22   49.99    8.84 -0.00131  0.00224  0.00743  0.00219
Mark_193        2460460.37580     0.41   0.22   68.86   19.36 -0.00304  0.00225  0.00276  0.00220
Mark_193        2460460.37612     0.85   0.22   56.96    7.84 -0.00345  0.00226  0.00778  0.00221
Mark_193        2460460.37647     0.51   0.22   66.54   14.48 -0.00347  0.00225  0.00371  0.00220
Mark_193        2460460.37720     0.78   0.22   58.36    8.67 -0.00351  0.00227  0.00697  0.00222
Mark_193        2460460.37753     0.58   0.22   69.24   12.16 -0.00437  0.00224  0.00386  0.00220
Mark_193        2460460.37787     0.41   0.23  -89.14   19.94 -0.00411  0.00228 -0.00012  0.00223
Mark_198        2460459.29524     0.61   0.21   34.05   10.79  0.00226  0.00213  0.00563  0.00209
Mark_198        2460459.29552     0.64   0.21   57.36   10.09 -0.00267  0.00212  0.00579  0.00207
Mark_198        2460459.29580     0.50   0.21   73.74   13.86 -0.00420  0.00212  0.00268  0.00208
Mark_198        2460459.29608     0.23   0.21   68.04   61.44 -0.00166  0.00213  0.00159  0.00208
Mark_198        2460459.29635     0.45   0.21   34.46   15.71  0.00162  0.00214  0.00419  0.00209
Mark_198        2460459.29663     0.69   0.21   38.65    9.32  0.00152  0.00214  0.00676  0.00211
Mark_200        2460438.31384     0.25   0.18   23.01   61.44  0.00171  0.00181  0.00177  0.00178
Mark_200        2460438.31422     0.11   0.18   85.22   61.44 -0.00111  0.00180  0.00019  0.00177
Mark_200        2460438.31459     0.47   0.18   37.77   11.91  0.00118  0.00180  0.00457  0.00177
Mark_200        2460438.31498     0.42   0.18   39.27   13.51  0.00084  0.00180  0.00416  0.00176
Mark_200        2460438.31535     0.26   0.18   37.55   27.84  0.00066  0.00180  0.00247  0.00176
Mark_200        2460438.31572     0.61   0.18   79.31    8.89 -0.00569  0.00179  0.00223  0.00174
Mark_206        2460460.42905     0.21   0.18   63.80   61.44 -0.00127  0.00181  0.00165  0.00176
Mark_206        2460460.42921     0.54   0.18   73.47   10.41 -0.00454  0.00183  0.00295  0.00177
Mark_206        2460460.42937     0.31   0.18   63.96   21.58 -0.00189  0.00183  0.00242  0.00177
Mark_206        2460460.42954     0.17   0.18   80.50   61.44 -0.00162  0.00183  0.00056  0.00177
Mark_206        2460460.42970     0.36   0.18  -88.22   17.42 -0.00363  0.00183 -0.00023  0.00177
Mark_206        2460460.42986     0.24   0.18   42.42   61.44  0.00022  0.00181  0.00241  0.00175
Mark_206        2460460.43002     0.25   0.18   54.48   28.60 -0.00082  0.00182  0.00240  0.00177
Mark_206        2460460.43019     0.24   0.18   45.35   61.44 -0.00003  0.00183  0.00241  0.00178
Mark_207        2460461.36366     0.32   0.10   87.49    9.28 -0.00322  0.00098  0.00028  0.00096
Mark_207        2460461.36389     0.16   0.10  -74.17   22.49 -0.00139  0.00099 -0.00086  0.00096
Mark_207        2460461.36412     0.31   0.10   63.00    9.52 -0.00184  0.00099  0.00253  0.00096
Mark_207        2460461.36436     0.48   0.10   69.53    6.03 -0.00361  0.00099  0.00313  0.00096
Mark_207        2460461.36459     0.33   0.10   57.22    9.00 -0.00135  0.00098  0.00297  0.00096
Mark_207        2460461.36483     0.21   0.10   68.69   15.33 -0.00157  0.00099  0.00145  0.00096
Mark_207        2460461.36506     0.16   0.10   64.81   22.41 -0.00103  0.00099  0.00125  0.00096
Mark_207        2460461.36529     0.25   0.10   78.08   12.25 -0.00233  0.00098  0.00103  0.00096
Mark_212        2460426.39204     0.51   0.24   25.65   16.01  0.00321  0.00245  0.00401  0.00242
Mark_212        2460426.39233     0.54   0.24   55.21   15.06 -0.00188  0.00250  0.00506  0.00243
Mark_212        2460426.39280     0.18   0.25   87.10   61.44 -0.00177  0.00252  0.00018  0.00247
Mark_212        2460426.39338     0.57   0.25  -17.61   14.92  0.00464  0.00257 -0.00327  0.00248
Mark_212        2460426.39384     0.25   0.25   51.78   61.44 -0.00059  0.00265  0.00243  0.00254
Mark_212        2460426.39432     0.74   0.25  -19.42   10.24  0.00580  0.00246 -0.00467  0.00246
Mark_212        2460426.39461     0.33   0.26   87.49   61.44 -0.00327  0.00263  0.00029  0.00256
Mark_216        2460438.37749     0.46   0.19   35.91   13.56  0.00143  0.00195  0.00435  0.00190
Mark_216        2460438.37825     0.40   0.19   28.85   16.57  0.00214  0.00197  0.00338  0.00193
Mark_216        2460438.37867     0.32   0.20    8.56   22.59  0.00310  0.00196  0.00095  0.00191
Mark_216        2460438.37907     0.20   0.19   50.15   61.44 -0.00036  0.00197  0.00200  0.00193
Mark_216        2460438.37948     0.55   0.20    3.54   11.19  0.00549  0.00197  0.00068  0.00193
Mark_216        2460438.37988     0.12   0.19   48.91   61.44 -0.00017  0.00198  0.00122  0.00193
Mark_217        2460461.41250     0.42   0.19   58.18   15.11 -0.00188  0.00196  0.00379  0.00190
Mark_217        2460461.41284     0.23   0.19   63.78   61.44 -0.00141  0.00195  0.00183  0.00190
Mark_217        2460461.41318     0.03   0.19   60.47   61.44 -0.00014  0.00194  0.00024  0.00188
Mark_217        2460461.41354     0.23   0.19   42.17   61.44  0.00023  0.00196  0.00232  0.00191
Mark_217        2460461.41389     0.67   0.21   47.62    9.90 -0.00061  0.00221  0.00664  0.00214
Mark_217        2460461.41436     0.26   0.19   33.35   61.44  0.00105  0.00195  0.00243  0.00190
Mark_217        2460461.41471     0.40   0.19   52.83   16.05 -0.00108  0.00194  0.00385  0.00189
Mark_217        2460461.41506     0.29   0.19   38.43   26.04  0.00065  0.00195  0.00280  0.00190
Mark_219        2460432.32986     0.61   0.32   26.83   18.31  0.00361  0.00323  0.00490  0.00315
Mark_219        2460432.33010     0.09   0.32  -55.67   61.44 -0.00033  0.00330 -0.00085  0.00321
Mark_219        2460432.33035     0.47   0.33   28.05   28.82  0.00262  0.00337  0.00389  0.00328
Mark_219        2460432.33059     0.59   0.34   18.48   21.00  0.00472  0.00342  0.00355  0.00335
Mark_219        2460432.33083     0.67   0.36  -84.87   19.30 -0.00655  0.00361 -0.00118  0.00350
Mark_219        2460432.33108     0.61   0.36   29.22   21.44  0.00320  0.00365  0.00521  0.00353
Mark_219        2460432.33132     0.60   0.38    1.87   23.91  0.00599  0.00376  0.00039  0.00370
Mark_219        2460432.33156     0.66   0.39   83.68   21.57 -0.00646  0.00387  0.00145  0.00381
Mark_219        2460432.33181     0.13   0.39  -18.83   61.44  0.00101  0.00391 -0.00078  0.00387
Mark_219        2460432.33205     0.36   0.38   79.31   61.44 -0.00333  0.00379  0.00130  0.00373
Mark_221        2460460.39194     0.78   0.15   61.91    5.82 -0.00435  0.00157  0.00649  0.00153
Mark_221        2460460.39218     0.39   0.15   43.38   12.64  0.00022  0.00157  0.00388  0.00153
Mark_221        2460460.39242     0.60   0.15   51.80    7.70 -0.00140  0.00156  0.00580  0.00153
Mark_221        2460460.39264     0.39   0.15   43.65   12.47  0.00018  0.00154  0.00390  0.00152
Mark_221        2460460.39288     0.37   0.15   49.49   13.62 -0.00058  0.00156  0.00364  0.00154
Mark_221        2460460.39311     0.44   0.15   65.12   11.13 -0.00282  0.00156  0.00333  0.00154
Mark_221        2460460.39358     0.33   0.15   67.26   15.55 -0.00234  0.00156  0.00238  0.00153
Mark_222        2460460.36804     0.32   0.17   48.69   19.22 -0.00041  0.00177  0.00318  0.00173
Mark_222        2460460.36831     0.24   0.17   72.11   61.44 -0.00195  0.00176  0.00141  0.00172
Mark_222        2460460.36858     0.59   0.18   71.03    9.13 -0.00463  0.00177  0.00361  0.00173
Mark_222        2460460.36884     0.20   0.17   61.36   61.44 -0.00106  0.00176  0.00166  0.00172
Mark_222        2460460.36911     0.18   0.17   44.37   61.44  0.00004  0.00178  0.00179  0.00174
Mark_222        2460460.36937     0.32   0.17   47.08   19.07 -0.00023  0.00177  0.00321  0.00173
Mark_222        2460460.36964     0.54   0.17   54.79    9.81 -0.00182  0.00176  0.00511  0.00172
Mark_222        2460460.36991     0.25   0.18   79.97   28.41 -0.00237  0.00177  0.00087  0.00172
Mark_223        2460459.32594     0.14   0.16   64.07   61.44 -0.00084  0.00163  0.00108  0.00160
Mark_223        2460459.32622     0.32   0.16   48.06   16.63 -0.00035  0.00162  0.00323  0.00158
Mark_223        2460459.32649     0.49   0.16   20.35   10.19  0.00373  0.00163  0.00321  0.00160
Mark_223        2460459.32677     0.31   0.16   67.18   18.21 -0.00218  0.00164  0.00223  0.00160
Mark_223        2460459.32705     0.32   0.16   38.06   17.49  0.00076  0.00163  0.00308  0.00160
Mark_223        2460459.32733     0.28   0.16   61.03   21.58 -0.00146  0.00164  0.00234  0.00160
Mark_223        2460459.32760     0.42   0.16   56.10   12.17 -0.00157  0.00162  0.00385  0.00158
Mark_223        2460459.32788     0.40   0.16   61.46   12.87 -0.00219  0.00163  0.00338  0.00160
Mark_225        2460460.39876     0.30   0.22    6.82   61.44  0.00295  0.00219  0.00072  0.00214
Mark_225        2460460.39909     0.31   0.22   19.93   61.44  0.00235  0.00219  0.00196  0.00213
Mark_225        2460460.39941     0.34   0.21   47.70   23.83 -0.00032  0.00219  0.00340  0.00213
Mark_225        2460460.39973     0.32   0.22   52.67   27.42 -0.00084  0.00222  0.00304  0.00215
Mark_225        2460460.40006     0.08   0.22   57.91   61.44 -0.00034  0.00223  0.00071  0.00216
Mark_225        2460460.40038     0.27   0.22   78.02   61.44 -0.00249  0.00225  0.00111  0.00219
Mark_225        2460460.40071     0.59   0.22   35.85   11.71  0.00185  0.00223  0.00558  0.00217
Mark_225        2460460.40103     0.17   0.22  -20.75   61.44  0.00126  0.00223 -0.00111  0.00217
Mark_225        2460460.40140     0.72   0.22   39.97    9.26  0.00126  0.00225  0.00709  0.00218
Mark_230        2460460.37145     0.55   0.22   73.69   12.68 -0.00462  0.00218  0.00296  0.00212
Mark_230        2460460.37177     0.41   0.21  -81.36   18.20 -0.00394  0.00215 -0.00123  0.00209
Mark_230        2460460.37209     0.56   0.21   66.27   12.07 -0.00379  0.00215  0.00413  0.00210
Mark_230        2460460.37242     0.41   0.21   73.61   18.02 -0.00348  0.00215  0.00224  0.00209
Mark_230        2460460.37274     0.89   0.21   66.75    7.12 -0.00611  0.00215  0.00644  0.00209
Mark_230        2460460.37339     0.83   0.22   83.71    7.85 -0.00810  0.00217  0.00181  0.00211
Mark_230        2460460.37372     0.35   0.22   69.22   22.96 -0.00265  0.00218  0.00235  0.00213
Mark_233        2460432.37058     0.45   0.17   49.51   12.16 -0.00070  0.00174  0.00443  0.00171
Mark_233        2460432.37076     0.11   0.20   31.43   61.44  0.00050  0.00201  0.00097  0.00197
Mark_233        2460432.37095     0.71   0.48  -34.66   27.31  0.00250  0.00494 -0.00662  0.00480
Mark_233        2460432.37113     0.35   0.74    0.40   61.44  0.00352  0.00738  0.00005  0.00725
Mark_233        2460432.37132     0.30   0.63   70.13   61.44 -0.00228  0.00637  0.00190  0.00622
Mark_233        2460432.37150     0.62   0.43   14.14   28.00  0.00543  0.00430  0.00292  0.00416
Mark_233        2460432.37170     0.50   0.27  -10.26   19.48  0.00473  0.00276 -0.00177  0.00266
Mark_233        2460432.37189     0.72   0.24  -81.28   10.49 -0.00691  0.00245 -0.00217  0.00239
Mark_233        2460432.37207     0.28   0.19   71.20   26.43 -0.00224  0.00190  0.00172  0.00186
Mark_233        2460432.37229     0.08   0.14  -13.48   61.44  0.00074  0.00144 -0.00037  0.00141
Mark_233        2460432.37248     0.26   0.14   72.70   18.88 -0.00213  0.00139  0.00147  0.00136
Mark_233        2460432.37266     0.47   0.13   33.65    8.44  0.00181  0.00133  0.00432  0.00130
Mark_233        2460432.37285     0.35   0.16   65.51   15.07 -0.00231  0.00161  0.00265  0.00157
Mark_233        2460432.37303     0.47   0.27   41.53   21.68  0.00057  0.00283  0.00464  0.00274
Mark_234        2460460.42036     0.39   0.14   52.78   11.55 -0.00106  0.00148  0.00380  0.00144
Mark_234        2460460.42053     0.27   0.14   54.26   18.53 -0.00087  0.00149  0.00261  0.00144
Mark_234        2460460.42071     0.33   0.15  -85.97   15.02 -0.00325  0.00148 -0.00046  0.00144
Mark_234        2460460.42088     0.15   0.15   15.00   61.44  0.00132  0.00147  0.00076  0.00143
Mark_234        2460460.42105     0.21   0.15   53.48   61.44 -0.00060  0.00151  0.00196  0.00146
Mark_234        2460460.42123     0.12   0.15   18.36   61.44  0.00093  0.00148  0.00069  0.00142
Mark_234        2460460.42140     0.25   0.15   67.75   21.10 -0.00181  0.00148  0.00178  0.00144
Mark_234        2460460.42157     0.34   0.15   69.26   14.51 -0.00252  0.00149  0.00223  0.00146
Mark_236        2460459.34147     0.24   0.21    2.06   61.44  0.00241  0.00213  0.00017  0.00209
Mark_236        2460459.34179     0.26   0.21   62.54   61.44 -0.00150  0.00213  0.00213  0.00209
Mark_236        2460459.34212     0.21   0.21  -25.49   61.44  0.00132  0.00213 -0.00163  0.00209
Mark_236        2460459.34244     0.08   0.21   73.90   61.44 -0.00070  0.00214  0.00044  0.00208
Mark_236        2460459.34277     0.23   0.21   24.73   61.44  0.00148  0.00214  0.00173  0.00210
Mark_236        2460459.34309     0.72   0.21   18.12    9.00  0.00580  0.00214  0.00425  0.00210
Mark_236        2460459.34341     0.43   0.21    7.98   17.35  0.00411  0.00215  0.00118  0.00211
Mark_236        2460459.34374     0.17   0.21   14.52   61.44  0.00152  0.00215  0.00084  0.00211
Mark_236        2460459.34441     0.29   0.21  -21.33   61.44  0.00212  0.00214 -0.00195  0.00209
Mark_236        2460459.34473     0.35   0.21   41.01   22.33  0.00049  0.00214  0.00346  0.00209
Mark_238        2460460.32221     0.14   0.21  -46.53   61.44 -0.00008  0.00220 -0.00143  0.00213
Mark_238        2460460.32256     0.66   0.22   65.47   10.12 -0.00432  0.00220  0.00498  0.00212
Mark_238        2460460.32291     0.74   0.21   57.38    8.79 -0.00311  0.00220  0.00673  0.00213
Mark_238        2460460.32325     0.40   0.22  -75.32   19.82 -0.00346  0.00221 -0.00195  0.00213
Mark_238        2460460.32360     0.43   0.22   76.08   17.23 -0.00384  0.00218  0.00203  0.00213
Mark_238        2460460.32395     0.10   0.21  -43.23   61.44  0.00006  0.00215 -0.00096  0.00211
Mark_238        2460460.32429     0.30   0.21   42.31   28.81  0.00028  0.00216  0.00298  0.00211
Mark_238        2460460.32464     0.57   0.22   13.44   12.18  0.00510  0.00220  0.00258  0.00213
Mark_240        2460460.30894     0.36   0.14   58.79   12.97 -0.00165  0.00146  0.00315  0.00142
Mark_240        2460460.30954     0.31   0.14   19.32   15.50  0.00244  0.00145  0.00195  0.00143
Mark_240        2460460.30997     0.11   0.14   13.21   61.44  0.00097  0.00143  0.00048  0.00139
Mark_240        2460460.31022     0.14   0.14   20.53   61.44  0.00105  0.00145  0.00092  0.00142
Mark_240        2460460.31047     0.16   0.14   49.14   61.44 -0.00023  0.00143  0.00161  0.00141
Mark_240        2460460.31086     0.26   0.14   28.45   18.62  0.00145  0.00142  0.00222  0.00139
Mark_240        2460460.31111     0.28   0.14   24.98   16.74  0.00183  0.00141  0.00218  0.00138
Mark_240        2460460.31149     0.49   0.14   33.27    8.51  0.00196  0.00141  0.00452  0.00138
Mark_242        2460459.39047     0.25   0.23  -48.73   61.44 -0.00032  0.00232 -0.00248  0.00226
Mark_242        2460459.39071     0.57   0.24   63.43   13.72 -0.00345  0.00247  0.00460  0.00238
Mark_242        2460459.39094     0.54   0.25   68.75   15.55 -0.00396  0.00252  0.00363  0.00244
Mark_242        2460459.39117     0.37   0.24   87.86   24.99 -0.00373  0.00241  0.00028  0.00235
Mark_242        2460459.39140     0.13   0.27  -66.30   61.44 -0.00086  0.00278 -0.00094  0.00269
Mark_242        2460459.39163     0.14   0.30   35.36   61.44  0.00045  0.00307  0.00128  0.00299
Mark_242        2460459.39186     0.33   0.32   73.95   61.44 -0.00278  0.00320  0.00175  0.00311
Mark_242        2460459.39209     0.61   0.27   31.96   15.03  0.00267  0.00281  0.00547  0.00273
Mark_243        2460438.30520     0.09   0.22  -87.12   61.44 -0.00089  0.00216 -0.00009  0.00211
Mark_243        2460438.30545     0.24   0.21   25.84   61.44  0.00147  0.00214  0.00187  0.00210
Mark_243        2460438.30571     0.80   0.21   72.13    8.07 -0.00650  0.00216  0.00468  0.00211
Mark_243        2460438.30596     0.64   0.21   34.32   10.32  0.00233  0.00216  0.00597  0.00213
Mark_243        2460438.30622     0.44   0.22   38.52   16.64  0.00099  0.00220  0.00431  0.00215
Mark_243        2460438.30647     0.41   0.21   55.96   17.98 -0.00154  0.00215  0.00383  0.00212
Mark_243        2460438.30672     0.40   0.21   31.14   18.51  0.00186  0.00214  0.00354  0.00209
Mark_243        2460438.30698     0.63   0.21   53.75   10.29 -0.00191  0.00216  0.00605  0.00210
Mark_243        2460438.30723     0.60   0.21   42.87   11.00  0.00045  0.00216  0.00603  0.00212
Mark_245        2460438.33598     1.00   0.12   62.84    3.38 -0.00582  0.00118  0.00810  0.00116
Mark_245        2460438.33637     0.95   0.12   68.14    3.63 -0.00684  0.00119  0.00654  0.00118
Mark_245        2460438.33655     0.66   0.12   68.10    5.29 -0.00480  0.00121  0.00460  0.00119
Mark_245        2460438.33688     0.73   0.12   58.08    4.96 -0.00320  0.00125  0.00652  0.00123
Mark_245        2460438.33726     0.88   0.12   62.60    3.96 -0.00509  0.00121  0.00721  0.00120
Mark_245        2460438.33777     0.79   0.12   62.01    4.35 -0.00443  0.00119  0.00656  0.00118
Mark_245        2460438.33795     0.82   0.12   63.08    4.27 -0.00485  0.00122  0.00664  0.00120
Mark_245        2460438.33840     1.05   0.12   61.23    3.23 -0.00564  0.00119  0.00886  0.00117
Mark_245        2460438.33859     0.87   0.12   66.89    3.93 -0.00603  0.00119  0.00629  0.00117
Mark_248        2460432.32289     0.42   0.25    4.16   22.31  0.00413  0.00250  0.00060  0.00242
Mark_248        2460432.32309     0.92   0.37    5.68   12.81  0.00903  0.00367  0.00181  0.00355
Mark_248        2460432.32329     1.18   0.51   57.00   14.25 -0.00480  0.00525  0.01078  0.00507
Mark_248        2460432.32348     0.32   0.66   80.95   61.44 -0.00303  0.00664  0.00099  0.00639
Mark_248        2460432.32368     0.96   1.02   88.50   61.44 -0.00956  0.01025  0.00050  0.00987
Mark_248        2460432.32388     0.70   0.46   -9.48   25.66  0.00660  0.00459 -0.00227  0.00441
Mark_248        2460432.32407     0.16   0.43  -42.06   61.44  0.00016  0.00440 -0.00155  0.00426
Mark_248        2460432.32427     0.15   0.50   74.40   61.44 -0.00127  0.00503  0.00077  0.00481
Mark_248        2460432.32447     1.43   0.50   50.72   10.88 -0.00284  0.00519  0.01403  0.00497
Mark_248        2460432.32466     0.64   0.43   33.78   26.92  0.00242  0.00442  0.00587  0.00427
Mark_248        2460432.32491     0.42   0.43   41.01   61.44  0.00058  0.00444  0.00415  0.00425
Mark_248        2460432.32510     0.39   0.43   33.20   61.44  0.00156  0.00449  0.00356  0.00431
Mark_248        2460432.32530     1.22   0.38   18.83    9.67  0.00968  0.00390  0.00747  0.00376
Mark_248        2460432.32550     0.71   0.27   46.41   11.98 -0.00035  0.00279  0.00710  0.00268
Mark_248        2460432.32569     0.36   0.24   45.49   26.93 -0.00006  0.00252  0.00360  0.00243
Mark_248        2460432.32589     0.15   0.24   67.64   61.44 -0.00103  0.00246  0.00102  0.00237
Mark_248        2460432.32609     0.33   0.22   29.80   25.68  0.00167  0.00221  0.00285  0.00215
Mark_248        2460432.32639     0.03   0.21   28.89   61.44  0.00018  0.00215  0.00028  0.00209
Mark_248        2460432.32659     0.77   0.19   47.44    7.38 -0.00066  0.00198  0.00772  0.00191
Mark_248        2460432.32678     0.27   0.21   53.55   61.44 -0.00079  0.00214  0.00257  0.00207
Mark_256        2460432.34270     1.17   0.20   73.50    5.00 -0.00984  0.00202  0.00639  0.00197
Mark_256        2460432.34292     0.80   0.20   54.88    7.54 -0.00270  0.00206  0.00751  0.00200
Mark_256        2460432.34314     0.64   0.20   43.27    9.73  0.00038  0.00207  0.00634  0.00201
Mark_256        2460432.34336     0.43   0.21    9.65   16.41  0.00402  0.00206  0.00141  0.00201
Mark_256        2460432.34358     1.10   0.20   35.27    5.40  0.00366  0.00207  0.01036  0.00202
Mark_256        2460432.34380     0.65   0.21   75.65    9.76 -0.00570  0.00207  0.00312  0.00203
Mark_256        2460432.34402     0.15   0.21  -78.84   61.44 -0.00143  0.00207 -0.00059  0.00203
Mark_256        2460432.34424     0.46   0.20   57.20   14.82 -0.00190  0.00208  0.00418  0.00204
Mark_256        2460432.34446     0.75   0.21   61.59    8.57 -0.00409  0.00214  0.00626  0.00210
Mark_256        2460432.34468     0.23   0.22   45.38   61.44 -0.00003  0.00219  0.00233  0.00215
Mark_259        2460461.31764     0.41   0.21   44.84   17.77  0.00002  0.00214  0.00409  0.00209
Mark_259        2460461.31799     0.60   0.21   43.62   10.75  0.00029  0.00212  0.00603  0.00208
Mark_259        2460461.31833     0.90   0.21   51.45    6.85 -0.00202  0.00212  0.00881  0.00208
Mark_259        2460461.31868     0.35   0.21   71.88   23.08 -0.00280  0.00213  0.00205  0.00210
Mark_259        2460461.31903     0.27   0.21   11.37   61.44  0.00246  0.00211  0.00103  0.00207
Mark_259        2460461.31939     0.64   0.21   41.25   10.01  0.00083  0.00210  0.00631  0.00206
Mark_259        2460461.31973     0.59   0.21   40.99   10.96  0.00083  0.00212  0.00589  0.00208
Mark_259        2460461.32008     0.71   0.21   52.59    8.94 -0.00186  0.00211  0.00685  0.00208
Mark_259        2460461.32043     0.83   0.21   62.19    7.64 -0.00469  0.00214  0.00685  0.00210
Mark_259        2460461.32084     0.33   0.21   68.99   24.04 -0.00248  0.00211  0.00224  0.00208
Mark_259        2460461.32119     0.62   0.21   69.54   10.62 -0.00471  0.00214  0.00408  0.00210
Mark_261        2460431.28808     0.89   0.26  -84.95    8.90 -0.00875  0.00260 -0.00156  0.00256
Mark_261        2460431.28833     0.23   0.24   -1.76   61.44  0.00231  0.00237 -0.00014  0.00233
Mark_261        2460431.28859     0.33   0.23   41.78   28.46  0.00037  0.00237  0.00331  0.00233
Mark_261        2460431.28891     0.21   0.26   24.66   61.44  0.00137  0.00264  0.00159  0.00260
Mark_261        2460431.28917     0.94   0.26  -60.74    8.49 -0.00492  0.00268 -0.00804  0.00263
Mark_261        2460431.28942     0.45   0.26  -71.99   20.89 -0.00362  0.00258 -0.00263  0.00252
Mark_261        2460431.28969     0.35   0.27  -72.95   61.44 -0.00293  0.00269 -0.00199  0.00264
Mark_261        2460431.29003     0.62   0.25  -30.06   13.04  0.00310  0.00254 -0.00540  0.00250
Mark_261        2460431.29029     0.69   0.32   12.67   15.37  0.00628  0.00320  0.00297  0.00313
Mark_263        2460460.40646     0.28   0.21  -75.71   61.44 -0.00247  0.00212 -0.00134  0.00205
Mark_263        2460460.40675     0.05   0.21  -84.12   61.44 -0.00049  0.00212 -0.00010  0.00206
Mark_263        2460460.40704     0.06   0.21  -43.65   61.44  0.00003  0.00211 -0.00057  0.00205
Mark_263        2460460.40733     0.27   0.21   81.72   61.44 -0.00259  0.00211  0.00077  0.00206
Mark_263        2460460.40762     0.08   0.21  -21.41   61.44  0.00061  0.00215 -0.00057  0.00209
Mark_263        2460460.40819     0.11   0.21   34.72   61.44  0.00039  0.00213  0.00105  0.00207
Mark_263        2460460.40850     0.18   0.21   74.85   61.44 -0.00154  0.00213  0.00090  0.00208
Mark_263        2460460.40880     0.26   0.21   61.07   61.44 -0.00139  0.00216  0.00222  0.00208
Mark_263        2460460.40909     0.16   0.21   17.00   61.44  0.00131  0.00213  0.00088  0.00207
Mark_264        2460431.27464     0.41   0.22  -24.17   19.84  0.00270  0.00227 -0.00304  0.00222
Mark_264        2460431.27513     0.31   0.22   36.04   61.44  0.00095  0.00229  0.00295  0.00223
Mark_264        2460431.27560     0.38   0.23   45.30   22.89 -0.00004  0.00236  0.00378  0.00230
Mark_264        2460431.27608     0.92   0.22   39.36    7.24  0.00180  0.00230  0.00901  0.00223
Mark_264        2460431.27656     0.49   0.23   45.55   15.54 -0.00009  0.00232  0.00487  0.00225
Mark_264        2460431.27704     0.57   0.24   26.67   13.72  0.00343  0.00243  0.00460  0.00240
Mark_269        2460460.33975     0.82   0.20   53.26    7.41 -0.00232  0.00207  0.00784  0.00202
Mark_269        2460460.34009     0.68   0.20   48.01    9.04 -0.00071  0.00207  0.00675  0.00201
Mark_269        2460460.34044     0.49   0.20   65.67   13.42 -0.00326  0.00207  0.00371  0.00201
Mark_269        2460460.34079     0.20   0.21   80.91   61.44 -0.00194  0.00206  0.00064  0.00201
Mark_269        2460460.34113     0.36   0.21   62.35   20.45 -0.00207  0.00209  0.00299  0.00203
Mark_269        2460460.34148     0.75   0.20   63.37    8.18 -0.00450  0.00207  0.00603  0.00202
Mark_269        2460460.34183     0.81   0.20   61.20    7.55 -0.00436  0.00209  0.00687  0.00203
Mark_269        2460460.34242     0.90   0.20   59.17    6.67 -0.00430  0.00208  0.00796  0.00202
Mark_272        2460461.33485     0.17   0.17   -0.92   61.44  0.00166  0.00171 -0.00005  0.00168
Mark_272        2460461.33514     0.36   0.17   63.43   15.92 -0.00216  0.00172  0.00288  0.00168
Mark_272        2460461.33543     0.33   0.17   33.20   17.62  0.00133  0.00171  0.00304  0.00168
Mark_272        2460461.33572     0.42   0.17   34.53   12.88  0.00150  0.00170  0.00391  0.00167
Mark_272        2460461.33601     0.61   0.17   50.74    8.30 -0.00121  0.00170  0.00596  0.00167
Mark_272        2460461.33630     0.32   0.17   57.44   18.71 -0.00134  0.00172  0.00289  0.00168
Mark_272        2460461.33659     0.45   0.17   28.27   12.05  0.00246  0.00171  0.00372  0.00168
Mark_272        2460461.33688     0.34   0.17   87.73   17.93 -0.00336  0.00173  0.00027  0.00169
Mark_273        2460432.31693     0.73   0.26   41.01   11.27  0.00101  0.00265  0.00719  0.00260
Mark_273        2460432.31712     0.02   0.30    3.21   61.44  0.00018  0.00299  0.00002  0.00289
Mark_273        2460432.31730     0.53   0.32   83.41   22.86 -0.00515  0.00322  0.00121  0.00315
Mark_273        2460432.31777     0.45   0.21   11.00   16.18  0.00415  0.00214  0.00168  0.00209
Mark_273        2460432.31795     0.46   0.19   57.45   13.17 -0.00193  0.00190  0.00417  0.00186
Mark_273        2460432.31814     0.42   0.18   60.58   14.08 -0.00219  0.00185  0.00362  0.00180
Mark_273        2460432.31832     0.04   0.19  -85.54   61.44 -0.00036  0.00188 -0.00006  0.00184
Mark_273        2460432.31851     0.40   0.19   23.68   16.12  0.00269  0.00191  0.00292  0.00187
Mark_273        2460432.31890     0.26   0.19   61.14   61.44 -0.00139  0.00196  0.00220  0.00191
Mark_273        2460432.31909     0.33   0.22   11.25   26.57  0.00309  0.00225  0.00128  0.00220
Mark_274        2460459.30715     0.60   0.25   81.24   13.24 -0.00573  0.00246  0.00181  0.00239
Mark_274        2460459.30747     0.62   0.24   89.86   12.70 -0.00618  0.00244  0.00003  0.00238
Mark_274        2460459.30778     0.80   0.24   74.91    9.39 -0.00690  0.00246  0.00401  0.00240
Mark_274        2460459.30809     0.44   0.24  -83.20   19.90 -0.00430  0.00245 -0.00104  0.00239
Mark_274        2460459.30840     0.18   0.24   58.50   61.44 -0.00083  0.00245  0.00164  0.00240
Mark_274        2460459.30872     0.62   0.24   73.75   12.59 -0.00523  0.00245  0.00333  0.00239
Mark_274        2460459.30905     0.60   0.25   72.10   13.33 -0.00486  0.00248  0.00351  0.00242
Mark_274        2460459.30936     0.54   0.25   87.71   15.12 -0.00541  0.00246  0.00043  0.00240
